20170201 wmid	SUM(cnt_click)	SUM(cnt_view)	SUM(dwell)
20170201 228604	13	272	1170
20170201 231365	43	932	1170
20170201 135423	20	1210	1170
20170201 157384	25	1516	1169
20170201 85018	11	18	1169
20170201 62687	24	9	1169
20170201 96446	20	211	1169
20170201 158232	20	2783	1169
20170201 62470	22	11	1169
20170201 200351	35	316	1169
20170201 168466	36	402	1168
20170201 228376	26	1626	1168
20170201 70344	11	18	1168
20170201 64719	15	6	1168
20170201 239493	69	1228	1168
20170201 83718	23	1333	1168
20170201 31480	7	10	1168
20170201 117516	21	197	1168
20170201 54463	22	84	1167
20170201 23319	34	107	1167
20170201 184091	26	604	1167
20170201 50569	15	24	1167
20170201 27868	10	43	1166
20170201 106015	30	931	1166
20170201 70913	26	731	1166
20170201 118399	43	1496	1166
20170201 143514	14	1032	1166
20170201 186393	29	452	1166
20170201 5747	47	143	1166
20170201 21924	21	1	1166
20170201 153766	13	900	1166
20170201 76341	24	172	1166
20170201 123998	19	181	1166
20170201 183613	18	121	1166
20170201 88845	14	158	1166
20170201 95428	17	314	1166
20170201 159818	49	1332	1166
20170201 178793	20	435	1165
20170201 136649	17	272	1165
20170201 230025	18	918	1165
20170201 85983	31	1085	1165
20170201 111739	21	1	1165
20170201 193450	52	865	1165
20170201 199809	17	545	1165
20170201 131073	26	140	1165
20170201 175483	15	196	1165
20170201 127251	20	586	1164
20170201 17181	26	40	1164
20170201 149456	33	237	1164
20170201 187401	13	125	1164
20170201 23355	12	20	1164
20170201 166722	44	176	1164
20170201 67968	9	63	1163
20170201 244984	41	737	1163
20170201 184570	28	298	1163
20170201 174581	17	90	1163
20170201 52697	20	217	1163
20170201 112935	17	182	1163
20170201 144208	23	170	1162
20170201 138539	28	1816	1162
20170201 175792	28	448	1162
20170201 97437	18	303	1162
20170201 148412	9	215	1162
20170201 85824	54	42	1162
20170201 69100	30	172	1162
20170201 148901	10	57	1162
20170201 84257	12	44	1162
20170201 29349	45	348	1162
20170201 178268	32	1021	1161
20170201 23619	15	63	1161
20170201 6807	32	1792	1161
20170201 40853	35	12	1161
20170201 76901	7	222	1161
20170201 227882	17	378	1161
20170201 85320	52	45	1161
20170201 111386	10	2	1161
20170201 190321	7	26	1160
20170201 109115	18	58	1160
20170201 176351	29	1385	1160
20170201 105151	61	1967	1160
20170201 90274	35	306	1160
20170201 95929	32	253	1160
20170201 160894	11	286	1160
20170201 102718	26	935	1160
20170201 74793	27	505	1159
20170201 197374	12	95	1159
20170201 203610	35	1336	1159
20170201 90365	25	511	1159
20170201 119520	50	2248	1159
20170201 88469	5	107	1159
20170201 71347	15	81	1159
20170201 92331	22	482	1158
20170201 199047	26	238	1158
20170201 79295	26	1944	1158
20170201 126563	31	482	1158
20170201 134782	43	944	1158
20170201 33923	13	0	1158
20170201 79758	30	6	1158
20170201 7229	16	8	1157
20170201 195609	12	896	1157
20170201 41753	14	172	1157
20170201 41848	17	259	1157
20170201 21190	13	129	1156
20170201 4608	15	3	1156
20170201 57977	22	592	1156
20170201 107290	31	262	1156
20170201 77294	16	6	1156
20170201 156474	30	298	1156
20170201 107048	27	902	1156
20170201 172337	31	311	1156
20170201 237712	20	974	1155
20170201 242993	59	2765	1155
20170201 85753	39	6192	1155
20170201 125071	17	854	1155
20170201 83885	23	862	1155
20170201 172386	34	665	1155
20170201 148555	14	303	1155
20170201 112393	24	426	1154
20170201 167109	17	166	1154
20170201 82373	18	34	1154
20170201 121681	14	12	1154
20170201 27637	23	1684	1153
20170201 113575	25	369	1153
20170201 142930	17	253	1153
20170201 188583	29	255	1153
20170201 114985	53	1027	1153
20170201 97776	17	15	1153
20170201 92696	13	97	1153
20170201 71140	18	660	1153
20170201 154848	17	329	1153
20170201 5145	52	587	1152
20170201 57824	19	80	1152
20170201 104306	17	48	1152
20170201 96690	15	0	1152
20170201 161940	33	744	1151
20170201 36840	23	157	1151
20170201 21800	17	338	1151
20170201 105938	25	13	1151
20170201 27380	38	29	1151
20170201 249739	26	348	1151
20170201 45423	21	106	1151
20170201 138951	37	569	1151
20170201 119730	24	1218	1151
20170201 163428	23	343	1151
20170201 133991	14	323	1151
20170201 242510	33	353	1151
20170201 102156	13	287	1150
20170201 187540	30	573	1150
20170201 56911	17	15	1150
20170201 165228	7	125	1150
20170201 198266	34	1878	1150
20170201 117995	47	853	1150
20170201 180225	123	12930	1150
20170201 176077	19	268	1149
20170201 2796	23	111	1149
20170201 89629	18	21	1149
20170201 163211	36	598	1149
20170201 33832	21	565	1149
20170201 112427	9	25	1149
20170201 124596	20	265	1149
20170201 165606	14	92	1149
20170201 27729	22	9	1149
20170201 68559	14	18	1149
20170201 77319	5	5	1148
20170201 138598	38	1559	1148
20170201 229346	56	5312	1148
20170201 3551	16	8	1148
20170201 130823	21	198	1148
20170201 92069	26	510	1148
20170201 247493	22	1310	1148
20170201 239482	99	8398	1148
20170201 126328	41	634	1148
20170201 210189	19	446	1148
20170201 40612	38	22	1148
20170201 21915	48	459	1148
20170201 126990	9	259	1148
20170201 196450	36	906	1148
20170201 34337	15	278	1147
20170201 92442	20	84	1147
20170201 190617	23	277	1147
20170201 70581	8	3	1147
20170201 31365	57	50	1147
20170201 109652	16	409	1147
20170201 165079	31	1010	1147
20170201 95482	37	1874	1147
20170201 104534	21	86	1146
20170201 200360	8	111	1146
20170201 155101	55	2066	1146
20170201 126940	13	157	1146
20170201 138790	39	1354	1146
20170201 71705	43	2569	1146
20170201 1773	9	0	1146
20170201 82625	39	4050	1146
20170201 151407	15	320	1145
20170201 100536	24	847	1145
20170201 163561	12	155	1145
20170201 139942	37	652	1145
20170201 103946	21	412	1145
20170201 248307	67	3807	1145
20170201 208698	14	415	1145
20170201 182220	114	1281	1145
20170201 139740	29	1394	1145
20170201 118284	8	93	1145
20170201 218173	29	796	1145
20170201 195919	5	443	1144
20170201 65637	22	93	1144
20170201 47192	21	105	1144
20170201 161247	32	502	1144
20170201 7549	28	68	1144
20170201 203823	23	364	1144
20170201 181050	36	280	1144
20170201 160001	16	180	1144
20170201 190283	23	353	1143
20170201 100335	14	48	1143
20170201 158399	20	243	1143
20170201 229622	14	230	1143
20170201 30979	14	209	1143
20170201 7323	28	5	1143
20170201 3234	16	18	1143
20170201 95709	10	33	1143
20170201 130587	17	22	1143
20170201 175054	11	171	1143
20170201 194631	25	247	1143
20170201 151620	40	1566	1142
20170201 246990	32	266	1142
20170201 76169	32	168	1142
20170201 130976	22	532	1142
20170201 57280	68	1204	1142
20170201 143386	31	216	1142
20170201 161622	31	121	1142
20170201 97515	33	663	1141
20170201 189316	24	224	1141
20170201 130202	21	169	1141
20170201 20008	17	58	1141
20170201 118247	29	885	1141
20170201 147925	57	1278	1141
20170201 107311	5	200	1141
20170201 101957	16	54	1140
20170201 120694	14	95	1140
20170201 245167	30	1228	1140
20170201 145957	15	364	1140
20170201 109614	13	345	1140
20170201 152605	15	1711	1140
20170201 151506	23	687	1140
20170201 79070	19	442	1140
20170201 107922	9	10	1140
20170201 244312	27	682	1140
20170201 188615	18	270	1139
20170201 124903	31	1217	1139
20170201 149438	21	178	1139
20170201 114639	11	151	1139
20170201 146113	39	516	1139
20170201 45915	18	329	1139
20170201 95218	11	91	1139
20170201 136287	24	650	1139
20170201 44664	15	137	1138
20170201 130592	18	372	1138
20170201 80297	7	277	1138
20170201 176084	19	462	1138
20170201 163975	6	157	1138
20170201 155277	13	266	1138
20170201 161500	25	420	1138
20170201 194290	30	2606	1138
20170201 195417	28	163	1138
20170201 195310	18	960	1137
20170201 10139	22	1388	1137
20170201 114627	12	104	1137
20170201 180909	9	128	1137
20170201 190373	17	215	1137
20170201 51445	67	162	1137
20170201 187012	13	259	1136
20170201 149044	35	493	1136
20170201 122428	14	36	1136
20170201 104902	37	607	1136
20170201 153561	20	337	1136
20170201 237387	47	3295	1136
20170201 50850	12	813	1136
20170201 124983	19	326	1136
20170201 38112	52	187	1136
20170201 221697	23	552	1136
20170201 91666	23	147	1135
20170201 97131	29	2810	1135
20170201 140192	38	397	1135
20170201 91792	9	86	1135
20170201 107419	12	142	1135
20170201 82965	10	571	1135
20170201 229935	38	1037	1135
20170201 66382	26	899	1135
20170201 186139	17	278	1134
20170201 78580	6	0	1134
20170201 172517	13	1951	1134
20170201 164269	16	171	1134
20170201 94238	14	224	1134
20170201 128595	34	409	1134
20170201 35444	10	44	1133
20170201 102316	29	2879	1133
20170201 107472	30	542	1133
20170201 196067	5	113	1133
20170201 142995	31	1370	1132
20170201 241755	19	474	1132
20170201 73109	19	103	1132
20170201 148583	31	681	1132
20170201 88060	20	762	1132
20170201 176728	13	156	1132
20170201 19854	32	697	1132
20170201 115371	41	74	1132
20170201 183772	35	469	1132
20170201 118109	22	257	1131
20170201 90453	13	495	1131
20170201 31952	55	0	1131
20170201 148796	14	317	1131
20170201 200492	25	676	1131
20170201 75521	14	14	1131
20170201 5124	36	151	1131
20170201 156795	18	304	1130
20170201 214000	14	59	1130
20170201 104690	29	212	1130
20170201 46605	16	89	1130
20170201 149268	18	269	1130
20170201 212861	20	261	1130
20170201 1374	25	6	1130
20170201 176956	27	186	1130
20170201 190427	15	538	1130
20170201 169310	44	3278	1129
20170201 12724	51	319	1129
20170201 59573	20	295	1129
20170201 157980	13	994	1129
20170201 50162	27	408	1129
20170201 111822	40	3	1129
20170201 214845	18	240	1129
20170201 239775	33	641	1128
20170201 183398	28	602	1128
20170201 101996	24	290	1128
20170201 115410	29	208	1128
20170201 124912	17	204	1128
20170201 234787	24	1337	1128
20170201 160610	24	437	1128
20170201 100808	24	4687	1127
20170201 202146	10	478	1127
20170201 205201	17	228	1127
20170201 67863	26	760	1127
20170201 133358	20	245	1127
20170201 69791	15	908	1127
20170201 16373	14	293	1127
20170201 191775	27	525	1127
20170201 88127	5	34	1127
20170201 219125	29	928	1126
20170201 34136	10	29	1126
20170201 102943	11	41	1126
20170201 112951	67	1942	1126
20170201 159078	42	166	1126
20170201 149631	14	1653	1126
20170201 136850	14	815	1126
20170201 243664	27	986	1126
20170201 151101	17	325	1125
20170201 232307	29	7067	1125
20170201 157236	24	142	1125
20170201 44638	31	1856	1125
20170201 117930	17	921	1125
20170201 33307	22	8	1125
20170201 230205	21	168	1125
20170201 19505	33	50	1125
20170201 200677	52	1392	1124
20170201 21014	27	103	1124
20170201 162132	16	361	1124
20170201 131632	49	701	1124
20170201 193898	49	547	1124
20170201 144143	8	192	1123
20170201 210102	13	902	1123
20170201 136109	43	205	1123
20170201 106032	8	467	1123
20170201 145718	13	438	1122
20170201 37785	13	63	1122
20170201 224964	81	3791	1122
20170201 10474	9	9	1122
20170201 87916	12	1	1122
20170201 118204	17	267	1121
20170201 144620	19	1261	1121
20170201 36540	35	2609	1121
20170201 178771	19	276	1121
20170201 5764	19	10	1121
20170201 58269	23	871	1121
20170201 166641	51	1651	1121
20170201 69505	28	583	1121
20170201 200658	45	2444	1120
20170201 22578	30	929	1120
20170201 85335	18	332	1120
20170201 147403	24	134	1120
20170201 193790	8	111	1120
20170201 119071	8	0	1120
20170201 179722	26	318	1120
20170201 126774	17	475	1120
20170201 148425	28	1381	1120
20170201 140389	20	406	1120
20170201 142460	6	103	1119
20170201 174312	27	204	1119
20170201 190665	62	3982	1119
20170201 163737	5	183	1119
20170201 127200	16	320	1119
20170201 72120	51	650	1119
20170201 89057	16	411	1119
20170201 2078	73	3117	1119
20170201 134429	24	676	1119
20170201 180234	9	95	1119
20170201 78687	41	398	1118
20170201 220838	20	96	1118
20170201 139727	31	52	1118
20170201 133853	12	316	1118
20170201 58661	7	110	1118
20170201 155083	26	252	1118
20170201 39233	28	499	1118
20170201 165540	20	148	1117
20170201 73667	23	51	1117
20170201 194712	28	439	1117
20170201 38504	64	61	1117
20170201 229392	21	358	1117
20170201 65610	16	60	1117
20170201 47407	16	47	1116
20170201 76136	23	65	1116
20170201 190	21	0	1116
20170201 81156	29	273	1116
20170201 179204	21	487	1116
20170201 171354	17	211	1116
20170201 36326	26	165	1116
20170201 135527	34	2228	1116
20170201 130229	14	693	1116
20170201 49862	41	9	1116
20170201 131887	40	2150	1115
20170201 98375	36	198	1115
20170201 96139	12	103	1115
20170201 138920	11	137	1115
20170201 196824	7	82	1115
20170201 196264	21	136	1115
20170201 33581	18	325	1115
20170201 189751	33	305	1115
20170201 126146	17	171	1115
20170201 56957	24	1745	1115
20170201 109885	18	257	1115
20170201 135928	24	333	1115
20170201 154693	13	506	1115
20170201 96804	19	819	1114
20170201 181085	15	286	1114
20170201 83891	28	1092	1114
20170201 189510	15	250	1114
20170201 211050	25	487	1114
20170201 55035	22	14	1114
20170201 154952	23	480	1114
20170201 149793	16	102	1114
20170201 211518	36	481	1113
20170201 24569	17	434	1113
20170201 218183	30	468	1113
20170201 191321	11	312	1113
20170201 126775	24	451	1113
20170201 151568	20	385	1113
20170201 86293	16	495	1112
20170201 186728	24	160	1112
20170201 56563	24	60	1112
20170201 193183	24	1048	1112
20170201 219841	18	184	1112
20170201 201836	17	310	1112
20170201 96067	18	447	1112
20170201 76478	46	5011	1112
20170201 62436	22	25	1112
20170201 111279	28	1303	1112
20170201 166475	28	171	1112
20170201 175567	34	574	1112
20170201 178293	18	1155	1111
20170201 112130	16	133	1111
20170201 41480	7	236	1111
20170201 158894	22	325	1111
20170201 207989	17	174	1111
20170201 46144	22	2	1111
20170201 126151	15	149	1111
20170201 93831	30	22	1111
20170201 153280	15	706	1111
20170201 73575	19	113	1111
20170201 29996	37	1231	1111
20170201 163501	25	1322	1111
20170201 182294	31	190	1111
20170201 46983	17	14	1111
20170201 95239	44	3083	1111
20170201 47464	21	20	1110
20170201 185210	28	183	1110
20170201 75306	18	593	1110
20170201 13111	18	66	1110
20170201 117268	36	880	1110
20170201 132749	24	309	1110
20170201 17515	17	17	1110
20170201 99003	18	85	1110
20170201 142559	42	583	1109
20170201 121161	22	481	1109
20170201 142722	24	249	1109
20170201 108850	37	1338	1109
20170201 125790	9	7	1109
20170201 55523	17	861	1109
20170201 12006	40	131	1109
20170201 164990	29	520	1109
20170201 154427	16	249	1109
20170201 191487	24	361	1109
20170201 215633	36	163	1108
20170201 194592	6	105	1108
20170201 205921	26	402	1108
20170201 152738	10	107	1108
20170201 100374	22	189	1108
20170201 113609	16	285	1108
20170201 186850	18	107	1108
20170201 32145	22	144	1108
20170201 131421	9	8	1107
20170201 147473	22	674	1107
20170201 87700	13	445	1107
20170201 108689	26	365	1107
20170201 40862	13	947	1106
20170201 18643	19	46	1106
20170201 240303	51	3397	1106
20170201 138956	20	351	1106
20170201 150047	20	981	1106
20170201 37986	35	177	1106
20170201 152126	9	441	1106
20170201 165407	32	562	1106
20170201 142576	11	254	1106
20170201 150784	36	662	1106
20170201 87157	55	44	1106
20170201 68850	15	2	1106
20170201 241186	13	313	1106
20170201 49492	12	151	1106
20170201 158238	51	3427	1106
20170201 72773	19	214	1105
20170201 115008	8	239	1105
20170201 182417	12	436	1105
20170201 151904	92	400	1105
20170201 75753	14	360	1105
20170201 45152	21	925	1104
20170201 214518	23	1127	1104
20170201 15121	89	18	1104
20170201 121766	12	1144	1104
20170201 189427	12	260	1104
20170201 127013	17	348	1104
20170201 242097	24	1126	1104
20170201 93219	14	65	1104
20170201 130031	22	329	1104
20170201 110923	35	2064	1104
20170201 134891	17	514	1104
20170201 81225	49	630	1104
20170201 38454	8	38	1104
20170201 168027	46	2212	1103
20170201 166199	37	2046	1103
20170201 197710	16	361	1103
20170201 179220	7	1071	1103
20170201 97534	24	3	1103
20170201 186184	13	15	1103
20170201 76570	37	659	1102
20170201 4966	41	27	1102
20170201 89864	37	62	1102
20170201 154672	30	555	1102
20170201 6159	8	14	1102
20170201 51125	15	9	1102
20170201 137321	22	157	1102
20170201 2534	24	0	1102
20170201 62847	9	154	1102
20170201 156439	43	1419	1102
20170201 125879	20	1419	1101
20170201 246351	26	1241	1101
20170201 173995	15	298	1101
20170201 104715	20	42	1101
20170201 12339	9	32	1101
20170201 184724	14	327	1101
20170201 180328	23	264	1100
20170201 28167	33	368	1100
20170201 162063	70	1064	1100
20170201 109664	19	163	1100
20170201 29400	26	332	1100
20170201 155023	26	444	1100
20170201 183383	18	407	1099
20170201 180200	42	1045	1099
20170201 151544	17	635	1099
20170201 132523	7	49	1099
20170201 153574	16	498	1099
20170201 210020	52	3230	1099
20170201 20861	26	60	1099
20170201 156456	23	156	1098
20170201 83697	20	99	1098
20170201 251	16	89	1098
20170201 95113	20	279	1098
20170201 202151	19	26	1098
20170201 110303	51	2093	1098
20170201 136393	14	1166	1098
20170201 65843	33	1149	1097
20170201 195755	17	428	1097
20170201 155567	19	289	1097
20170201 4102	35	1606	1097
20170201 62050	24	416	1097
20170201 162764	21	1541	1096
20170201 97756	17	134	1096
20170201 240633	22	738	1096
20170201 69190	13	58	1096
20170201 118256	25	225	1096
20170201 223882	29	262	1096
20170201 212906	35	983	1096
20170201 26642	5	11	1096
20170201 52217	43	1707	1095
20170201 7392	33	513	1095
20170201 104874	29	43	1095
20170201 199726	18	248	1095
20170201 96307	33	912	1094
20170201 6292	6	0	1094
20170201 178134	25	422	1094
20170201 26506	19	6	1094
20170201 146420	31	409	1094
20170201 246754	56	1343	1094
20170201 17538	24	7373	1094
20170201 135260	11	262	1094
20170201 151261	26	276	1093
20170201 23642	25	2	1093
20170201 128940	14	219	1093
20170201 189781	21	382	1093
20170201 128932	32	892	1093
20170201 93298	24	736	1092
20170201 99615	6	437	1092
20170201 200854	10	206	1092
20170201 136327	16	188	1092
20170201 75547	42	355	1092
20170201 101484	22	129	1092
20170201 90514	36	23	1092
20170201 30792	19	37	1092
20170201 208255	106	811	1091
20170201 202732	21	1051	1091
20170201 40858	20	1256	1091
20170201 144466	9	157	1091
20170201 7227	23	471	1091
20170201 18244	17	677	1091
20170201 117237	16	578	1090
20170201 175320	10	177	1090
20170201 37120	17	39	1090
20170201 111765	14	460	1090
20170201 215778	9	82	1089
20170201 94114	49	1874	1089
20170201 118545	64	6438	1089
20170201 149715	10	169	1089
20170201 158613	18	447	1089
20170201 135280	24	341	1089
20170201 44746	5	2	1089
20170201 129787	37	461	1089
20170201 41338	21	56	1088
20170201 149085	26	353	1088
20170201 128060	26	333	1088
20170201 86566	8	124	1088
20170201 204725	19	186	1088
20170201 74532	10	1	1087
20170201 111248	44	4714	1087
20170201 208776	17	223	1087
20170201 135311	8	158	1087
20170201 199709	29	2152	1087
20170201 24751	15	169	1087
20170201 104675	17	771	1087
20170201 67942	26	27	1087
20170201 130577	9	79	1087
20170201 30181	26	135	1086
20170201 179743	16	100	1086
20170201 51907	17	19	1086
20170201 166285	28	558	1086
20170201 122937	10	545	1086
20170201 154933	21	468	1086
20170201 133942	25	411	1085
20170201 121694	15	348	1085
20170201 191697	30	3640	1085
20170201 71955	5	0	1085
20170201 16544	69	86	1085
20170201 98673	23	636	1085
20170201 13015	26	963	1085
20170201 13107	21	19	1085
20170201 124411	23	791	1084
20170201 78456	25	1356	1084
20170201 227337	21	813	1084
20170201 106549	17	6	1084
20170201 57917	19	44	1084
20170201 7686	61	98	1084
20170201 84481	21	223	1084
20170201 86509	81	13	1084
20170201 20716	37	106	1084
20170201 136562	30	188	1084
20170201 165153	26	784	1084
20170201 180224	26	263	1084
20170201 136386	106	13303	1083
20170201 117662	39	662	1083
20170201 47047	13	55	1083
20170201 70535	22	518	1083
20170201 209455	30	285	1083
20170201 91714	3	15	1083
20170201 30284	7	1476	1083
20170201 82760	32	0	1083
20170201 117937	18	151	1083
20170201 118366	65	1245	1083
20170201 90858	24	2	1083
20170201 4453	28	51	1083
20170201 140584	23	200	1083
20170201 229075	21	194	1082
20170201 61322	18	131	1082
20170201 94051	21	1843	1082
20170201 96110	18	473	1082
20170201 91122	16	551	1082
20170201 155440	33	255	1082
20170201 143415	21	493	1082
20170201 36435	17	398	1082
20170201 179495	9	226	1082
20170201 121779	25	845	1082
20170201 20389	35	133	1081
20170201 48804	20	17	1081
20170201 138912	23	1137	1081
20170201 134770	23	734	1081
20170201 164320	22	136	1081
20170201 145681	29	398	1081
20170201 14380	12	66	1081
20170201 126765	29	621	1081
20170201 232517	48	3159	1080
20170201 181987	28	267	1080
20170201 72603	38	62	1080
20170201 10005	7	4	1080
20170201 91268	9	535	1080
20170201 124663	25	681	1080
20170201 9848	32	25	1080
20170201 215146	19	249	1080
20170201 177306	25	163	1079
20170201 130467	25	3610	1079
20170201 77248	27	332	1079
20170201 37155	30	1346	1079
20170201 170063	19	331	1079
20170201 172516	31	1705	1079
20170201 36726	38	0	1079
20170201 131364	22	164	1079
20170201 143098	10	419	1079
20170201 145434	44	795	1079
20170201 16674	21	74	1079
20170201 242997	20	965	1079
20170201 113518	23	179	1078
20170201 147462	13	334	1078
20170201 173839	11	655	1078
20170201 50199	21	202	1078
20170201 110688	23	50	1078
20170201 138204	8	414	1078
20170201 192833	17	115	1077
20170201 157129	24	414	1077
20170201 201496	43	588	1077
20170201 120573	23	179	1077
20170201 4729	14	1	1077
20170201 190810	7	48	1077
20170201 128562	28	96	1077
20170201 148220	30	271	1077
20170201 127109	18	1487	1077
20170201 175207	36	586	1076
20170201 23620	37	11	1076
20170201 128111	11	94	1076
20170201 3568	35	472	1076
20170201 97041	27	632	1076
20170201 78658	21	107	1076
20170201 14102	15	459	1076
20170201 127018	20	87	1076
20170201 179807	28	801	1076
20170201 193	13	49	1076
20170201 128278	14	163	1076
20170201 126078	29	1157	1076
20170201 163884	20	45	1075
20170201 146073	15	108	1075
20170201 209230	34	1630	1075
20170201 9277	30	57	1075
20170201 229523	39	6326	1075
20170201 51233	31	338	1075
20170201 174698	13	623	1075
20170201 208252	44	1267	1075
20170201 25853	14	47	1075
20170201 229321	29	124	1075
20170201 190934	30	293	1075
20170201 227070	33	894	1075
20170201 83485	36	57	1075
20170201 9471	15	340	1074
20170201 180592	17	439	1074
20170201 58415	35	498	1074
20170201 127199	22	106	1074
20170201 63209	50	2727	1074
20170201 58111	27	160	1074
20170201 225365	39	522	1074
20170201 13194	32	159	1074
20170201 178611	30	266	1074
20170201 183363	18	748	1074
20170201 173739	24	271	1074
20170201 199509	11	171	1074
20170201 168242	11	423	1074
20170201 184201	73	1538	1074
20170201 46995	87	3563	1074
20170201 193508	31	670	1073
20170201 79617	30	3381	1073
20170201 121068	20	551	1073
20170201 174913	20	2406	1073
20170201 89647	16	232	1073
20170201 79230	14	138	1073
20170201 67510	18	546	1073
20170201 227021	26	246	1073
20170201 21484	40	4	1073
20170201 115373	17	1697	1073
20170201 96314	52	1696	1073
20170201 21261	6	5	1073
20170201 146334	38	540	1073
20170201 136804	17	229	1073
20170201 202093	38	977	1073
20170201 9465	15	174	1072
20170201 79143	11	245	1072
20170201 83661	23	3	1072
20170201 79998	6	3	1072
20170201 98965	23	83	1072
20170201 210360	11	944	1071
20170201 1941	24	0	1071
20170201 237137	14	104	1071
20170201 196149	18	778	1071
20170201 43640	21	16	1071
20170201 18459	23	15	1071
20170201 239105	35	964	1071
20170201 26355	18	6	1071
20170201 158504	14	193	1071
20170201 215511	28	255	1071
20170201 130995	16	362	1071
20170201 109778	38	450	1071
20170201 97710	16	33	1070
20170201 106022	12	6	1070
20170201 65204	10	60	1070
20170201 193953	23	278	1070
20170201 221915	5	56	1070
20170201 74691	28	2	1070
20170201 17679	30	428	1070
20170201 99899	3	59	1070
20170201 149695	34	1389	1069
20170201 130419	18	193	1069
20170201 21670	25	62	1069
20170201 210222	38	1667	1069
20170201 100274	18	207	1069
20170201 116440	8	94	1069
20170201 206699	26	1328	1069
20170201 97186	7	97	1069
20170201 86421	3	0	1069
20170201 146195	31	132	1069
20170201 145557	13	320	1068
20170201 173538	11	157	1068
20170201 151254	11	108	1068
20170201 176851	27	258	1068
20170201 86074	14	23	1068
20170201 112384	20	723	1068
20170201 45499	29	12	1068
20170201 180023	8	555	1067
20170201 136350	13	233	1067
20170201 12472	21	81	1067
20170201 40434	31	44	1067
20170201 96519	14	178	1067
20170201 36979	16	1	1067
20170201 92219	37	362	1067
20170201 22887	25	80	1066
20170201 83054	13	11	1066
20170201 117706	7	375	1066
20170201 171541	13	179	1066
20170201 130195	30	319	1066
20170201 137241	33	691	1065
20170201 191227	17	1844	1065
20170201 116826	14	535	1065
20170201 113015	11	162	1065
20170201 83572	14	38	1064
20170201 166785	9	215	1064
20170201 173598	26	250	1064
20170201 184536	7	633	1064
20170201 162209	10	67	1064
20170201 32826	15	662	1064
20170201 157188	24	203	1064
20170201 149126	22	228	1064
20170201 241089	26	1343	1063
20170201 60285	25	967	1063
20170201 126811	19	95	1063
20170201 79501	23	133	1063
20170201 39802	30	26	1063
20170201 155620	27	690	1063
20170201 72733	20	123	1063
20170201 56840	26	52	1063
20170201 184548	3	439	1063
20170201 223601	15	1111	1063
20170201 121685	18	91	1063
20170201 169646	19	183	1063
20170201 181684	23	214	1063
20170201 173975	23	900	1063
20170201 6635	17	245	1063
20170201 2744	39	29	1063
20170201 83443	23	896	1063
20170201 75654	46	3953	1062
20170201 20745	46	86	1062
20170201 111060	15	94	1062
20170201 17153	42	94	1062
20170201 97217	24	252	1062
20170201 19001	7	28	1062
20170201 70677	26	33	1062
20170201 121253	7	7	1061
20170201 51302	62	837	1061
20170201 59242	16	18	1061
20170201 135148	8	257	1061
20170201 135255	34	775	1061
20170201 120500	11	388	1061
20170201 91039	31	328	1060
20170201 139232	12	275	1060
20170201 195354	34	281	1060
20170201 109814	22	331	1060
20170201 51400	30	96	1060
20170201 162816	40	397	1060
20170201 121045	15	1156	1060
20170201 93275	37	939	1059
20170201 26307	11	8	1059
20170201 45794	10	46	1059
20170201 39494	18	12	1059
20170201 167532	41	327	1058
20170201 86643	19	14	1058
20170201 13013	18	157	1058
20170201 139708	18	219	1058
20170201 195272	17	268	1058
20170201 64762	11	26	1058
20170201 165578	27	1184	1058
20170201 59408	14	28	1058
20170201 40950	25	74	1058
20170201 110339	34	117	1057
20170201 172119	7	85	1057
20170201 87277	46	1426	1057
20170201 138289	24	260	1057
20170201 4361	37	49	1056
20170201 18220	28	24	1056
20170201 982	13	0	1056
20170201 109397	18	244	1056
20170201 17626	22	17	1056
20170201 83449	11	17	1056
20170201 38099	10	75	1055
20170201 82772	31	236	1055
20170201 184526	9	173	1055
20170201 81540	25	152	1055
20170201 183372	33	645	1055
20170201 115550	6	18	1055
20170201 45529	18	14	1054
20170201 72186	10	21	1054
20170201 244101	40	1310	1054
20170201 245712	10	145	1054
20170201 11951	32	120	1054
20170201 128583	11	524	1054
20170201 83361	24	303	1054
20170201 9395	24	32	1054
20170201 125603	7	862	1053
20170201 65360	4	45	1053
20170201 180018	11	976	1053
20170201 56248	5	90	1053
20170201 122354	19	599	1053
20170201 53638	21	106	1053
20170201 39416	15	43	1052
20170201 186088	28	532	1052
20170201 114810	18	234	1052
20170201 91401	17	464	1052
20170201 9936	31	318	1052
20170201 178790	26	186	1052
20170201 239747	28	3408	1051
20170201 195130	22	231	1051
20170201 70642	30	0	1051
20170201 185923	26	3183	1051
20170201 144080	17	389	1051
20170201 62603	9	103	1051
20170201 13837	8	50	1051
20170201 127871	31	250	1051
20170201 73768	35	359	1051
20170201 180812	19	318	1051
20170201 195912	20	487	1051
20170201 14763	16	128	1051
20170201 222895	30	1381	1051
20170201 91770	21	9	1050
20170201 107963	16	2	1050
20170201 93843	6	52	1050
20170201 78140	31	661	1050
20170201 96826	41	38	1050
20170201 160988	26	917	1050
20170201 56341	47	1206	1050
20170201 98897	21	64	1050
20170201 108861	21	58	1049
20170201 171842	24	1961	1049
20170201 110825	15	26	1049
20170201 129431	7	109	1049
20170201 76746	9	12	1049
20170201 134131	14	138	1049
20170201 194960	15	410	1049
20170201 70777	27	389	1049
20170201 77580	23	81	1049
20170201 219676	14	93	1048
